ActionAffinity/&DHFeeblemindSpellDescription	Impossible de lancer des sorts.
Equipment/&Enchanted_LeatherDruid_FlameDancing_Description	Cette armure enchantée a été créée en utilisant l'ancien savoir des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_FlameDancing_Title	Cuir de druide de la danse des flammes
Equipment/&Enchanted_LeatherDruid_FrostWalking_Description	Cette armure enchantée a été créée en utilisant l'ancien savoir des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_FrostWalking_Title	Cuir de druide de la marche du givre
Equipment/&Enchanted_LeatherDruid_Robustness_Description	Cette armure enchantée a été créée en utilisant l'ancien savoir des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_Robustness_Title	Cuir druidique de robustesse
Equipment/&Enchanted_LeatherDruid_Sturdiness_Description	Cette armure enchantée a été créée en utilisant l'ancien savoir des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_Sturdiness_Title	Cuir druidique de solidité
Equipment/&Enchanted_LeatherDruid_Survival_Description	Cette armure enchantée a été créée en utilisant l'ancien savoir des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_Survival_Title	Cuir de survie du druide
Equipment/&Enchanted_LightCrossbow_Accuracy_Description	Cette arme enchantée a été forgée en utilisant l'ancien savoir des maîtres archers de Colthannin. Son design original portait le sigle de Defineth Sharpsight, un enchanteur elfe sylvestre renommé.
Equipment/&Enchanted_LightCrossbow_Accuracy_Title	Arbalète légère de précision
Equipment/&Enchanted_LightCrossbow_Lightbringer_Description	Cette arme enchantée a été forgée en utilisant l'ancien savoir des maîtres archers de Colthannin. Elle a été conçue par Elgador Keenspirit, Magesmith of the Arcaneum pour soutenir le combat contre les créatures mortes-vivantes.
Equipment/&Enchanted_LightCrossbow_Lightbringer_Title	Arbalète légère Lightbringer
Equipment/&Enchanted_LightCrossbow_Medusa_Description	Cette arme enchantée a été forgée grâce au savoir ancestral des maîtres archers de Colthannin. La magie a fusionné le corail de la méduse et le bois dur pour créer un arc mortel, favorisé par les groupes d'abordage des halflings de l'île.
Equipment/&Enchanted_LightCrossbow_Medusa_Title	Arbalète légère Medusa
Equipment/&Enchanted_LightCrossbow_Sharpshooting_Description	Cette arme enchantée a été forgée en utilisant l'ancien savoir des maîtres archers de Colthannin. Le Coedymwarth préférait traiter les arcanistes de Manacalon physiquement plutôt que magiquement. Ses meilleurs archers ont reçu des arbalètes, création de Defineth Sharpsight.
Equipment/&Enchanted_LightCrossbow_Sharpshooting_Title	Arbalète légère de tir d'élite
Equipment/&Enchanted_LightCrossbow_Stormbow_Description	Cette arme enchantée a été forgée en utilisant le savoir ancestral des maîtres archers de Colthannin. Elle a été conçue par Galar Stromforge, le premier forgeron nain à exploiter la puissance de l'orage dans une arme à l'effet dévastateur !
Equipment/&Enchanted_LightCrossbow_Stormbow_Title	Arbalète légère de tempête
Equipment/&Enchanted_Maul_Acuteness_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Sa conception est l'une des premières œuvres d'Elgador Keenspirit, Magesmith of the Arcaneum.
Equipment/&Enchanted_Maul_Acuteness_Title	Maul d'acuité
Equipment/&Enchanted_Maul_Bearclaw_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Les pointes acérées de la griffe de l'ours déchirent l'armure pour infliger des dégâts supplémentaires. La première arme de ce type a été conçue par Ildurial Stronghand.
Equipment/&Enchanted_Maul_Bearclaw_Title	Maul à pattes d'ours
Equipment/&Enchanted_Maul_Lightbringer_Description	Cette arme enchantée a été forgée grâce au savoir ancestral des maîtres forgerons de Colthannin. Elle a été conçue par Elgador Keenspirit, Magesmith of the Arcaneum, pour soutenir le combat contre les créatures mortes-vivantes.
Equipment/&Enchanted_Maul_Lightbringer_Title	Maul de la lumière
Equipment/&Enchanted_Maul_Power_Description	Cette arme enchantée a été forgée en utilisant les connaissances anciennes des maîtres forgerons de Manacalon. Certaines créatures ne respectent que les forces physiques. Les arcanistes de Manacalon ont créé ce Maul pour donner aux champions des Légions de Fer la force que leurs corps d'elfes ne leur procuraient pas.
Equipment/&Enchanted_Maul_Power_Title	Maul de puissance
Equipment/&Enchanted_Maul_Punisher_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. La combinaison du meilleur métal et de la pierre de Slavestone a donné à cette hache une incroyable puissance de perçage.
Equipment/&Enchanted_Maul_Punisher_Title	Maul du Punisher
Equipment/&Enchanted_Quarterstaff_Acuteness_Description	Cette arme enchantée a été créée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Sa conception est l'une des premières œuvres d'Elgador Keenspirit, Magesmith of the Arcaneum.
Equipment/&Enchanted_Quarterstaff_Acuteness_Title	Bâton d'acuité
Equipment/&Enchanted_Quarterstaff_Dragonblade_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Elle a été conçue par Lestoreth Steelarm pour combattre dans le Nord glacé de l'Empire.
Equipment/&Enchanted_Quarterstaff_Dragonblade_Title	Bâton de Dragonblade
Equipment/&Enchanted_Quarterstaff_Frostburn_Description	Cette arme enchantée a été créée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Elle a été conçue par Keliandir Moltenheart, qui a forgé cette arme pour combattre les salamandres après qu'une exploration des plans élémentaires ait mal tourné.
Equipment/&Enchanted_Quarterstaff_Frostburn_Title	Bâton d'artillerie des Brûlures de givre
Equipment/&Enchanted_Quarterstaff_Lightbringer_Description	Cette arme enchantée a été forgée grâce au savoir ancestral des maîtres forgerons de Colthannin. Elle a été conçue par Elgador Keenspirit, Magesmith of the Arcaneum, pour soutenir le combat contre les créatures mortes-vivantes.
Equipment/&Enchanted_Quarterstaff_Lightbringer_Title	Bâton d'artillerie Lightbringer
Equipment/&Enchanted_Quarterstaff_Souldrinker_Description	Cette arme enchantée a été créée grâce au savoir ancestral des maîtres forgerons de Manacalon. Une des favorites des agents du Silent Whisper, cette arme a été conçue par Cylordir Redblade.
Equipment/&Enchanted_Quarterstaff_Souldrinker_Title	Bâton d'archer Souldrinker
Equipment/&Enchanted_Quarterstaff_Stormblade_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Elle a été conçue par Galar Stromforge, le premier forgeron nain à exploiter le pouvoir de la tempête dans une arme pour un effet dévastateur !
Equipment/&Enchanted_Quarterstaff_Stormblade_Title	Bâton d'orage
Equipment/&Enchanted_Quarterstaff_Warden_Description	Cette arme enchantée a été forgée en utilisant le savoir ancestral des maîtres forgerons de Manacalon. Elle a été conçue par Ildurial Strongarm, un célèbre forgeron de Manacalon. La première lame de ce type, la Manacalon Warden, a été offerte au commandant des Euraidd.
Equipment/&Enchanted_Quarterstaff_Warden_Title	Bâton de gardien
Equipment/&Enchanted_Quarterstaff_Whiteburn_Description	Cette arme enchantée a été créée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Whiteburn a été créée par le premier Danantar pour combattre une invasion de trolls venant des marais au sud de son domaine entre le Sioltafin et le Scarafin.
Equipment/&Enchanted_Quarterstaff_Whiteburn_Title	Bâton d'artillerie Whiteburn
Equipment/&Enchanted_Rapier_Dragonblade_Description	Cette arme enchantée a été créée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Elle a été conçue par Lestoreth Steelarm pour combattre dans le Nord glacé de l'Empire.
Equipment/&Enchanted_Rapier_Dragonblade_Title	Rapière à lame de dragon
Equipment/&Enchanted_Rapier_Frostburn_Description	Cette arme enchantée a été créée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Elle a été conçue par Keliandir Moltenheart, qui a forgé cette arme pour combattre les salamandres après qu'une exploration des plans élémentaires ait mal tourné.
Equipment/&Enchanted_Rapier_Frostburn_Title	Rapière de givre
Equipment/&Enchanted_Rapier_Lightbringer_Description	Cette arme enchantée a été forgée grâce au savoir ancestral des maîtres forgerons de Colthannin. Elle a été conçue par Elgador Keenspirit, Magesmith of the Arcaneum, pour soutenir le combat contre les créatures mortes-vivantes.
Equipment/&Enchanted_Rapier_Lightbringer_Title	Rapière Lightbringer
Equipment/&Enchanted_Rapier_Power_Description	Cette arme enchantée a été forgée en utilisant les connaissances anciennes des maîtres forgerons de Manacalon. Certaines créatures ne respectent que les forces physiques. Les arcanistes de Manacalon ont créé cette rapière pour donner aux champions des légions de fer la force que leurs corps d'elfes ne leur procuraient pas.
Equipment/&Enchanted_Rapier_Power_Title	Rapière du pouvoir
Equipment/&Enchanted_Rapier_Souldrinker_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Une des favorites des agents du Silent Whisper, cette arme a été conçue par Cylordir Redblade.
Equipment/&Enchanted_Rapier_Souldrinker_Title	Rapière Souldrinker
Equipment/&Enchanted_Rapier_Stormblade_Description	Cette arme enchantée a été forgée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Elle a été conçue par Galar Stromforge, le premier forgeron nain à exploiter le pouvoir de la tempête dans une arme pour un effet dévastateur !
Equipment/&Enchanted_Rapier_Stormblade_Title	Rapière de la Tempête
Equipment/&Enchanted_Rapier_Warden_Description	Cette arme enchantée a été forgée en utilisant le savoir ancestral des maîtres forgerons de Manacalon. Elle a été conçue par Ildurial Strongarm, un célèbre forgeron de Manacalon. La première de ces lames, la Manacalon Warden, a été offerte au commandant des Euraidd.
Equipment/&Enchanted_Rapier_Warden_Title	Rapière Warden
Equipment/&Enchanted_Rapier_Whiteburn_Description	Cette arme enchantée a été créée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Whiteburn a été créée par le premier Danantar pour combattre une invasion de trolls venant des marais au sud de son domaine entre le Sioltafin et le Scarafin.
Equipment/&Enchanted_Rapier_Whiteburn_Title	Rapière Whiteburn
Equipment/&Enchanted_Scimitar_Dragonblade_Description	Cette arme enchantée a été créée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Elle a été conçue par Lestoreth Steelarm pour combattre dans le Nord glacé de l'Empire.
Equipment/&Enchanted_Scimitar_Dragonblade_Title	Cimeterre à lame de dragon
Equipment/&Enchanted_Scimitar_Frostburn_Description	Cette arme enchantée a été créée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Elle a été conçue par Keliandir Moltenheart, qui a forgé cette arme pour combattre les salamandres après qu'une exploration des plans élémentaires ait mal tourné.
Equipment/&Enchanted_Scimitar_Frostburn_Title	Cimeterre des Brûlures de givre
Equipment/&Enchanted_Scimitar_Lightbringer_Description	Cette arme enchantée a été forgée grâce au savoir ancestral des maîtres forgerons de Colthannin. Elle a été conçue par Elgador Keenspirit, Magesmith of the Arcaneum, pour soutenir le combat contre les créatures mortes-vivantes.
Equipment/&Enchanted_Scimitar_Lightbringer_Title	Cimeterre de l'éclaireur
Equipment/&Enchanted_Scimitar_Souldrinker_Description	Cette arme enchantée a été créée grâce au savoir ancestral des maîtres forgerons de Manacalon. Une des favorites des agents du Silent Whisper, cette arme a été conçue par Cylordir Redblade.
Equipment/&Enchanted_Scimitar_Souldrinker_Title	Cimeterre Souldrinker
Equipment/&Enchanted_Scimitar_Stormblade_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Elle a été conçue par Galar Stromforge, le premier forgeron nain à exploiter la puissance de la tempête dans une arme à l'effet dévastateur !
Equipment/&Enchanted_Scimitar_Stormblade_Title	Cimeterre de la Tempête
Equipment/&Enchanted_Scimitar_Warden_Description	Cette arme enchantée a été forgée en utilisant le savoir ancestral des maîtres forgerons de Manacalon. Elle a été conçue par Ildurial Strongarm, un célèbre forgeron de Manacalon. La première lame de ce type, la Manacalon Warden, a été offerte au commandant des Euraidd.
Equipment/&Enchanted_Scimitar_Warden_Title	Cimeterre Warden
Equipment/&Enchanted_Scimitar_Whiteburn_Description	Cette arme enchantée a été créée en utilisant l'ancien savoir des maîtres forgerons de Manacalon. Whiteburn a été créé par le premier Danantar pour combattre une invasion de trolls venant des marais au sud de son domaine entre le Sioltafin et le Scarafin.
Equipment/&Enchanted_Scimitar_Whiteburn_Title	Cimeterre de Whiteburn
Equipment/&Enchanted_Shield_Deflection_Description	Cette armure enchantée a été créée en utilisant l'ancien savoir des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_Shield_Deflection_Title	Bouclier de déflection
Equipment/&Enchanted_Shield_FlameDancing_Description	Cette armure enchantée a été créée en utilisant l'ancien savoir des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
