ActionAffinity/&DHFeeblemindSpellDescription	Impossible de lancer des sorts.
Equipment/&Enchanted_HideArmor_Survival_Description	Cette armure enchantée a été créée en utilisant les anciennes connaissances des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_HideArmor_Survival_Title	Cacher l'armure de survie
Equipment/&Enchanted_Javelin_Acuteness_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Sa conception était l'une des premières œuvres d'Elgador Keenspirit, Magesmith de l'Arcaneum.
Equipment/&Enchanted_Javelin_Acuteness_Title	Javelot d'acuité
Equipment/&Enchanted_Javelin_Frostburn_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Keliandir Moltenheart, qui a forgé cette arme pour combattre les salamandres après qu'une exploration des plans élémentaires ait mal tourné.
Equipment/&Enchanted_Javelin_Frostburn_Title	Javelot brûle-givre
Equipment/&Enchanted_Javelin_Sharpness_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Sa conception était l'une des premières œuvres d'Elgador Keenspirit, Magesmith de l'Arcaneum.
Equipment/&Enchanted_Javelin_Sharpness_Title	Javelot de netteté
Equipment/&Enchanted_Javelin_Souldrinker_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Favori des agents de Silent Whisper, cette arme a été conçue par Cylordir Redblade.
Equipment/&Enchanted_Javelin_Souldrinker_Title	Javelot buveur d'âme
Equipment/&Enchanted_LeatherDruid_Deflection_Description	Cette armure enchantée a été créée en utilisant les anciennes connaissances des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_Deflection_Title	Cuir de druide de déviation
Equipment/&Enchanted_LeatherDruid_FlameDancing_Description	Cette armure enchantée a été créée en utilisant les anciennes connaissances des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_FlameDancing_Title	Cuir de druide de danse des flammes
Equipment/&Enchanted_LeatherDruid_FrostWalking_Description	Cette armure enchantée a été créée en utilisant les anciennes connaissances des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_FrostWalking_Title	Cuir de druide de givre marchant
Equipment/&Enchanted_LeatherDruid_Robustness_Description	Cette armure enchantée a été créée en utilisant les anciennes connaissances des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_Robustness_Title	Cuir de druide de robustesse
Equipment/&Enchanted_LeatherDruid_Sturdiness_Description	Cette armure enchantée a été créée en utilisant les anciennes connaissances des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_Sturdiness_Title	Cuir de druide de robustesse
Equipment/&Enchanted_LeatherDruid_Survival_Description	Cette armure enchantée a été créée en utilisant les anciennes connaissances des maîtres armuriers de Manacalon. Ildurial Stronghand a forgé la première de ces armures pour la garde personnelle de l'Empereur.
Equipment/&Enchanted_LeatherDruid_Survival_Title	Cuir de druide de survie
Equipment/&Enchanted_LightCrossbow_Accuracy_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres archers de Colthannin. Sa conception originale portait le sceau de Defineth Sharpsight, un enchanteur elfe sylvestre renommé.
Equipment/&Enchanted_LightCrossbow_Accuracy_Title	Arbalète légère de précision
Equipment/&Enchanted_LightCrossbow_Lightbringer_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres archers de Colthannin. Il a été conçu par Elgador Keenspirit, Magesmith of the Arcaneum pour soutenir le combat contre les créatures mort-vivantes.
Equipment/&Enchanted_LightCrossbow_Lightbringer_Title	Arbalète légère du porteur de lumière
Equipment/&Enchanted_LightCrossbow_Medusa_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres archers de Colthannin. La magie a fusionné le corail méduse et le bois dur pour créer un arc mortel, favorisé par les groupes d'embarquement des halfelins insulaires.
Equipment/&Enchanted_LightCrossbow_Medusa_Title	Arbalète légère Medusa
Equipment/&Enchanted_LightCrossbow_Sharpshooting_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres archers de Colthannin. Les Coedymwarth préféraient s'occuper physiquement des arcanistes de Manacalon plutôt que magiquement. Ses meilleurs archers ont reçu des arbalètes, la création de Defineth Sharpsight.
Equipment/&Enchanted_LightCrossbow_Sharpshooting_Title	Arbalète légère de tir d'élite
Equipment/&Enchanted_LightCrossbow_Stormbow_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres archers de Colthannin. Il a été conçu par Galar Stromforge, le premier forgeron nain à exploiter le pouvoir de la tempête dans une arme aux effets dévastateurs !
Equipment/&Enchanted_LightCrossbow_Stormbow_Title	Arbalète tempête légère
Equipment/&Enchanted_Maul_Acuteness_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Sa conception était l'une des premières œuvres d'Elgador Keenspirit, Magesmith de l'Arcaneum.
Equipment/&Enchanted_Maul_Acuteness_Title	Maillet d'acuité
Equipment/&Enchanted_Maul_Bearclaw_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Les pointes acérées de la griffe de l'ours déchiquettent l'armure pour infliger des dégâts supplémentaires. La première arme de ce type a été conçue par Ildurial Stronghand.
Equipment/&Enchanted_Maul_Bearclaw_Title	Masse griffe d'ours
Equipment/&Enchanted_Maul_Lightbringer_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Colthannin. Il a été conçu par Elgador Keenspirit, Magesmith of the Arcaneum pour soutenir le combat contre les créatures mort-vivantes.
Equipment/&Enchanted_Maul_Lightbringer_Title	Maul porteur de lumière
Equipment/&Enchanted_Maul_Power_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Certaines créatures ne respectent que les forces physiques. Les arcanistes de Manacalon ont créé ce Maul pour donner aux champions des Légions de Fer la force que leur corps elfique n'offrait pas.
Equipment/&Enchanted_Maul_Power_Title	Maillet de puissance
Equipment/&Enchanted_Maul_Punisher_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. La combinaison du meilleur métal et de Slavestone a donné à cette hache un pouvoir de perçage incroyable.
Equipment/&Enchanted_Maul_Punisher_Title	Maul punisseur
Equipment/&Enchanted_Quarterstaff_Acuteness_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Sa conception était l'une des premières œuvres d'Elgador Keenspirit, Magesmith de l'Arcaneum.
Equipment/&Enchanted_Quarterstaff_Acuteness_Title	Bâton d'acuité
Equipment/&Enchanted_Quarterstaff_Dragonblade_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Lestoreth Steelarm pour combattre dans le nord gelé de l'Empire.
Equipment/&Enchanted_Quarterstaff_Dragonblade_Title	Bâton Dragonblade
Equipment/&Enchanted_Quarterstaff_Frostburn_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Keliandir Moltenheart, qui a forgé cette arme pour combattre les salamandres après qu'une exploration des plans élémentaires ait mal tourné.
Equipment/&Enchanted_Quarterstaff_Frostburn_Title	Bâton brûle-givre
Equipment/&Enchanted_Quarterstaff_Lightbringer_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Colthannin. Il a été conçu par Elgador Keenspirit, Magesmith of the Arcaneum pour soutenir le combat contre les créatures mort-vivantes.
Equipment/&Enchanted_Quarterstaff_Lightbringer_Title	Bâton du porteur de lumière
Equipment/&Enchanted_Quarterstaff_Souldrinker_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Favori des agents de Silent Whisper, cette arme a été conçue par Cylordir Redblade.
Equipment/&Enchanted_Quarterstaff_Souldrinker_Title	Bâton buveur d'âmes
Equipment/&Enchanted_Quarterstaff_Stormblade_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Galar Stromforge, le premier forgeron nain à exploiter le pouvoir de la tempête dans une arme aux effets dévastateurs !
Equipment/&Enchanted_Quarterstaff_Stormblade_Title	Bâton Stormblade
Equipment/&Enchanted_Quarterstaff_Warden_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Ildurial Strongarm, un célèbre forgeron de Manacalon. La première de ces lames, le Manacalon Warden, fut offerte au commandant de l'Euraidd.
Equipment/&Enchanted_Quarterstaff_Warden_Title	Bâton du gardien
Equipment/&Enchanted_Quarterstaff_Whiteburn_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Whiteburn a été créé par le premier Danantar pour combattre une invasion de trolls venant des marais au sud de son domaine entre le Sioltafin et le Scarafin.
Equipment/&Enchanted_Quarterstaff_Whiteburn_Title	Bâton de Whiteburn
Equipment/&Enchanted_Rapier_Dragonblade_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Lestoreth Steelarm pour combattre dans le nord gelé de l'Empire.
Equipment/&Enchanted_Rapier_Dragonblade_Title	Rapière Dragonblade
Equipment/&Enchanted_Rapier_Frostburn_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Keliandir Moltenheart, qui a forgé cette arme pour combattre les salamandres après qu'une exploration des plans élémentaires ait mal tourné.
Equipment/&Enchanted_Rapier_Frostburn_Title	Rapière brûle-givre
Equipment/&Enchanted_Rapier_Lightbringer_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Colthannin. Il a été conçu par Elgador Keenspirit, Magesmith of the Arcaneum pour soutenir le combat contre les créatures mort-vivantes.
Equipment/&Enchanted_Rapier_Lightbringer_Title	Rapière du porteur de lumière
Equipment/&Enchanted_Rapier_Power_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Certaines créatures ne respectent que les forces physiques. Les arcanistes de Manacalon ont créé cette Rapière pour donner aux champions des Légions de Fer la force que leur corps elfique n'offrait pas.
Equipment/&Enchanted_Rapier_Power_Title	Rapière de puissance
Equipment/&Enchanted_Rapier_Souldrinker_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Favori des agents de Silent Whisper, cette arme a été conçue par Cylordir Redblade.
Equipment/&Enchanted_Rapier_Souldrinker_Title	Rapière buveur d'âmes
Equipment/&Enchanted_Rapier_Stormblade_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Galar Stromforge, le premier forgeron nain à exploiter le pouvoir de la tempête dans une arme aux effets dévastateurs !
Equipment/&Enchanted_Rapier_Stormblade_Title	Rapière Stormblade
Equipment/&Enchanted_Rapier_Warden_Description	Cette arme enchantée a été forgée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Ildurial Strongarm, un célèbre forgeron de Manacalon. La première de ces lames, le Manacalon Warden, fut offerte au commandant de l'Euraidd.
Equipment/&Enchanted_Rapier_Warden_Title	Rapière du gardien
Equipment/&Enchanted_Rapier_Whiteburn_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Whiteburn a été créé par le premier Danantar pour combattre une invasion de trolls venant des marais au sud de son domaine entre le Sioltafin et le Scarafin.
Equipment/&Enchanted_Rapier_Whiteburn_Title	Rapière de Whiteburn
Equipment/&Enchanted_Scimitar_Dragonblade_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Lestoreth Steelarm pour combattre dans le nord gelé de l'Empire.
Equipment/&Enchanted_Scimitar_Dragonblade_Title	Cimeterre Dragonblade
Equipment/&Enchanted_Scimitar_Frostburn_Description	Cette arme enchantée a été créée en utilisant les anciennes connaissances des maîtres forgerons de Manacalon. Il a été conçu par Keliandir Moltenheart, qui a forgé cette arme pour combattre les salamandres après qu'une exploration des plans élémentaires ait mal tourné.
Equipment/&Enchanted_Scimitar_Frostburn_Title	Cimeterre brûle-givre
